id,overview,genres
2348,gage offer luck yuppi husband 1 million opportun spend night man wife ,"Romance, Drama"
2349,divorc coupl team travel bali stop daughter make mistak think made 25 year ago ,"Romance, Comedy"
2350,stranger stumbl desert town absolut memori past futurist shackl around wrist help mysteri beauti iron fist colonel dolarhyd find lead unlik poss cowboy outlaw apach warrior common enemi beyond world epic showdown surviv ,"Action, Science Fiction, Thriller, Western"
2351,hungri shark begin feed unsuspect lake goer small texa town ,"Horror, Thriller"
2352,stori tuskege airmen first african american pilot fli combat squadron world war ii ,"Drama, Action, Adventure, History, War"
2353,scorpion team femal warrior name tala sister nubian togeth search legendari relic known book soul allow put end evil warlord ,"Action, Adventure, Fantasy"
2354,two lo angel homicid detect dispatch northern town sun set investig method murder local teen ,"Crime, Mystery, Thriller"
2355,high school senior drive cross countri best friend hook babe met onlin ,"Comedy, Adventure, Romance"
2356,one thousand year cataclysm event forc human escap earth prime becom mankind new home legendari gener cypher raig return extend tour duti estrang famili readi father 13 year old son kitai asteroid storm damag cypher kitai craft crash land unfamiliar danger earth father lie die cockpit kitai must trek across hostil terrain recov rescu beacon whole life kitai want noth soldier like father today get chanc ,"Science Fiction, Action, Adventure"
2357,young orphan boy spill magic bag crocodil tongu find possess giant peach fli away strang land ,"Adventure, Animation, Family, Fantasy"
2358,govern use covid emerg act edict restrict gather worship church three pastor face risk imprison unlimit fine church split apart take courag stand open face world chosen compli ,"Documentary, Drama, History"
2359,citi lock quarantin find peopl die previou incid umbrella corpor turn zombi join small band elit soldier enlist rescu miss daughter creator mutat viru lack luck resourc happen begin wage exhilar battl surviv escap umbrella corpor eras experi face earth ,"Horror, Action, Science Fiction"
2360,six friend test intellig game take dark turn ,"Horror, Thriller"
2361,highli secur vault deep within wall vatican citi cathol church hold thousand old film video footag document exorc suppos exorc unexplain religi phenomena feel world readi see first tape 83 g stolen archiv expos public anonym sourc ,"Thriller, Horror"
2362,search miss mother intrepid teen enola holm use sleuth skill outsmart big brother help runaway lord ,"Adventure, Mystery, Comedy, Crime"
2363,widow three children hire handyman fix hous major storm home repair share philosophi believ power univers deliv want ,"Drama, Romance"
2364,trip hometown workahol reminisc first love start question everyth person becom thing get confus meet fiancé cassidi remind person use ,"Romance, Comedy, Drama"
2365,live three men childhood friend shatter one suffer famili tragedi ,"Thriller, Crime, Drama, Mystery"
2366,stori revolv around top secret resort retir u intellig offic group crimin led balzari breach compound hellbent reveng forc retir offic son save day ,"Action, Thriller, Crime"
2367,unwaveringli continu roar rampag reveng band assassin tri kill unborn child visit former associ one one check victim death list five noth left kill ,"Action, Crime, Thriller"
2368,american teenag obsess hong kong cinema kung fu classic make extraordinari discoveri chinatown pawnshop legendari stick weapon chines sage warrior monkey lost relic hand teenag unexpectedli find travel back ancient china join crew warrior martial art lore danger quest free imprison monkey ,"Action, Adventure, Fantasy"
2369,narcissist tv weatherman along attract distant produc mawkish cameraman sent report groundhog day small town punxsutawney find repeat day ,"Romance, Fantasy, Drama, Comedy"
2370,young woman fiancé search perfect starter home follow mysteri real estat agent new hous develop coupl find trap maze ident hous forc rais otherworldli child ,"Science Fiction, Thriller, Mystery, Horror"
2371,upcom fourth instal kingsman film franchis ,"Action, Comedy, Adventure"
2372,team behind scari movi take comic book genr tale riker nerdi teen imbu superpow radioact dragonfli everi hero need nemesi enter lander aka villain goofi hourglass ,"Comedy, Action, Science Fiction"
2373,must deal intrus father holiday ,Comedy
2374,young writer brutal gang rape left dead four men systemat hunt one one exact terribl vengeanc ,"Horror, Thriller"
2375,theseu mortal man chosen lead fight ruthless hyperion rampag across greec obtain weapon destroy human ,"Fantasy, Action, Drama"
2376,surviv car accid took life boyfriend teenag girl believ attempt reconnect world ,"Romance, Science Fiction, Drama"
2377,escap poverti becom witcher vesemir slay monster coin glori new menac rise must face demon past ,"Animation, Action, Fantasy"
2378,maguir use typic sport agent will anyth could get biggest possibl contract client plu nice commiss one day suddenli second thought realli voic doubt end lose job client save tidwel egomaniac footbal player ,"Comedy, Drama, Romance"
2379,bumbl lieuten drebin foil big boy energi industri intend suppress technolog put busi ,"Comedy, Crime"
2380,minnesota polic offic cross path commit tireless vigilant follow trail ruthless predat respons sever abduct murder ,"Drama, Thriller"
2381,fast pace action movi set crimin underworld known transport best driver mercenari money buy instal meet attempt take group ruthless russian human traffick also kidnap father ,"Action, Thriller, Crime"
2382,bond must investig mysteri murder case british agent new orlean soon find gangster boss name mr big ,"Adventure, Action, Thriller"
2383,desper money run option marin veteran brown easley hold sever peopl hostag insid bank set stage tens confront polic ,"Crime, Drama, Thriller"
2384,run bag full cash rob former crime boss potenti fatal wound slip onto bu head unrel california desert life slip finger left choic surviv ,"Action, Crime, Thriller"
2385,shaggi turn werewolf scoobi scrappi shaggi girlfriend help win race monster becom human ,"Animation, Comedy, Family, Mystery, TV Movie"
2386,conman seduct partner forc work wild fbi agent push world jersey power broker mafia ,"Drama, Crime"
2387,stone man eighti broke alon face foreclosur busi offer job simpli requir drive easi enough unbeknownst sign drug courier mexican cartel well cargo increas exponenti hit radar hard charg dea agent bate ,"Crime, Drama, Thriller"
2388,chronicl life zamperini olymp runner taken prison japanes forc world war ii ,"Drama, War"
2389,ordinari man make extraordinari discoveri train accid leav fellow passeng dead unscath answer mysteri could lie mysteri man suffer diseas render bone fragil glass ,"Thriller, Drama, Mystery"
2390,car hit young pet dog decid bring back life way know bolt neck monster wreak havoc terror heart neighbor convinc still good loyal friend ,"Animation, Comedy, Family"
2391,nine year old alfalfa fall man woman hate friend attempt sabotag relationship ,"Romance, Comedy, Family"
2392,group misfit encount young yeti name everest set reunit magic creatur famili mountain namesak ,"Family, Animation, Adventure, Comedy"
2393,9 year old pruitt home alon chicken pox turn due mix among nefari spi given toy car conceal top secret microchip must fend spi tri break hous get back ,"Comedy, Family"
2394,tough cop dispatch take serial killer target polic offic ,"Crime, Action, Thriller"
2395,dr renown cardiovascular surgeon presid spotless household wife two children lurk margin idyl suburban exist fatherless teen insinu doctor life gradual unsettl way ,"Drama, Thriller, Mystery"
2396,though goofi alway mean well amiabl clueless klutzi pratfal regularli embarrass awkward adolesc son lightheart prank high school princip final get longtim crush notic ask date troubl school convinc goofi boy need bond cross countri fish trip like one took dad age throw kink son plan impress ,"Romance, Animation, Family, Comedy, Adventure"
